kelvin,-5
celsius,0
rankine,a
celsius,b
celsius,0
rankine,"1,351"
rankine,1  3
celsius,0
fahrenheit,35.639837
kelvin,92.32214801
rankine,38.07260417
celsius,81.9214878
fahrenheit,0.044616248
kelvin,57.52905066
rankine,64.54013847
celsius,96.23770398
fahrenheit,59.49120084
kelvin,93.47925695
rankine,27.95640709
celsius,20.05159071
fahrenheit,21.77380729
kelvin,47.02554151
rankine,18.85844959
celsius,89.42216282
fahrenheit,99.64048322
kelvin,87.54342842
rankine,72.74282881
celsius,34.55917685
fahrenheit,52.20771467
kelvin,71.74154149
rankine,28.4199493
celsius,57.57807779
fahrenheit,28.47062165
kelvin,37.18086733
rankine,38.1758523
celsius,26.66067474
fahrenheit,47.92407675
kelvin,77.74561002
rankine,70.45743421
celsius,6.380459343
fahrenheit,4.140058761
kelvin,4.319436544
rankine,70.9356198
celsius,64.92906346
fahrenheit,23.17081143
kelvin,74.7823969
rankine,94.71752458
celsius,43.78133171
fahrenheit,12.78067866
kelvin,84.00404549
rankine,1.838838711
celsius,92.1318687
fahrenheit,6.530389453
kelvin,18.66551721
rankine,31.68013071
celsius,84.30047184
fahrenheit,79.39588464
kelvin,68.97195766
rankine,13.75161458
celsius,57.40029622
fahrenheit,64.78875143
kelvin,42.86456154
rankine,4.054883497
celsius,95.79377655
fahrenheit,45.27228092
kelvin,72.04080985
rankine,67.60635394
celsius,90.02635797
fahrenheit,52.89771838
kelvin,43.04282095
rankine,33.33753045
celsius,5.824991331
fahrenheit,26.47157768
kelvin,59.95632039
rankine,19.7473723
celsius,34.28409677
fahrenheit,4.222539953
kelvin,95.61309416
rankine,17.83620119
celsius,60.41146825
fahrenheit,62.47876342
kelvin,89.14358311
rankine,89.25769687
celsius,83.35254057
fahrenheit,13.97310048
kelvin,61.88627889
rankine,72.71418447
celsius,71.61156197
fahrenheit,72.75938861
kelvin,60.74931123
rankine,42.68450464
celsius,26.04407155
fahrenheit,88.22385956
kelvin,29.54754527
rankine,55.29826023
celsius,59.45346715
fahrenheit,10.97411761
kelvin,28.7723732
rankine,75.28380286
celsius,39.99468338
fahrenheit,47.36121678
kelvin,10.46410946
rankine,24.94567207
celsius,21.87509637
fahrenheit,65.66704123
kelvin,61.68210695
rankine,72.97084973
celsius,93.91185639
fahrenheit,97.99907119
kelvin,89.65657717
rankine,34.45148965
celsius,39.40887114
fahrenheit,96.29387016
kelvin,33.58558427
rankine,90.13597919
celsius,95.20059728
fahrenheit,79.12374055
kelvin,75.66899667
rankine,91.68271543
celsius,66.88680877
fahrenheit,79.45572112
kelvin,5.755172332
rankine,88.60304338
celsius,8.865867878
fahrenheit,3.060402843
kelvin,77.07104671
rankine,38.36422084
celsius,16.13794485
fahrenheit,57.14694924
kelvin,37.08902985
rankine,43.66827482
celsius,87.13221339
fahrenheit,54.81173619
kelvin,11.65432019
rankine,43.25353787
celsius,4.248362441
fahrenheit,39.82198543
kelvin,62.52273513
rankine,11.70700218
celsius,75.87482566
fahrenheit,43.08818497
kelvin,98.74160253
rankine,83.41059963
celsius,2.228754242
fahrenheit,56.4289251
kelvin,6.531553503
rankine,69.13364007
celsius,45.4557236
fahrenheit,90.15351681
kelvin,79.06614444
rankine,70.30420156
celsius,96.45513245
fahrenheit,58.76195799
kelvin,35.27591307
rankine,61.13906009
celsius,78.26632074
fahrenheit,30.31841687
kelvin,51.56777056
rankine,70.4931797
celsius,81.56730153
fahrenheit,73.99907662
kelvin,23.37071607
rankine,82.77773511
celsius,43.25681133
fahrenheit,55.98378583
kelvin,11.97496923
rankine,32.02525144
celsius,44.64865444
fahrenheit,19.76276644
kelvin,94.75780629
rankine,57.65857971
celsius,77.95752725
fahrenheit,59.04607104
kelvin,2.698188712
rankine,23.46886273
celsius,83.93244158
fahrenheit,65.48191137
kelvin,16.47276749
rankine,89.90793698
celsius,46.60451902
fahrenheit,42.67803873
kelvin,65.91313364
rankine,14.14302921
celsius,45.83231605
fahrenheit,46.48522599
kelvin,8.947039616
rankine,99.3685369
celsius,17.59444159
fahrenheit,53.67611949
kelvin,10.59621249
rankine,63.46851441
celsius,76.94051439
fahrenheit,73.53863518
kelvin,75.2993059
rankine,37.84985809
celsius,57.2286019
fahrenheit,6.818221231
kelvin,84.50221746
rankine,77.97002148
celsius,74.24979439
fahrenheit,57.37300399
kelvin,44.69575211
rankine,70.57534998
celsius,58.23624209
fahrenheit,87.91461774
kelvin,53.43789566
rankine,27.78606964
celsius,46.17908436
fahrenheit,9.168954433
kelvin,56.11668826
rankine,22.37585412
celsius,50.39529667
fahrenheit,42.14544468
kelvin,42.39926898
rankine,61.78737316
celsius,72.69543055
fahrenheit,7.116504911
kelvin,5.696126741
rankine,72.5388827
celsius,0.337507956
fahrenheit,2.842510224
